"PC1","PC2","PC3","PC4"
8.34557211267557,0.525332026866834,-1.43640799086133,-0.428223867779296
8.2512193003972,-0.0841677395162085,-1.18896431124362,-1.13862305812163
3.62014475330577,4.80960860661527,-4.80066466936462,0.239902644457303
1.98761854008002,4.51838656300929,-4.54948731251585,0.200853463483891
1.05433422213923,4.21590888652194,-5.1231527305409,0.747401121966132
1.95840902868014,4.62518857606691,-4.54443226782783,0.33077841423373
4.58263738823758,-1.11402538990448,0.7301470900248,1.32257790088775
4.77559157891458,-1.43578949872432,0.807876102073716,0.928669789517827
4.41797242423271,-1.67057769714478,1.17636915172317,1.18041873987261
8.08458592015588,-0.39594314423252,-0.878840395059636,-1.11491940564038
1.93830661761544,3.78173941343337,-4.28585998148133,0.339976360281346
4.68390668388176,-1.61499132241732,0.755622397851123,1.03376616045232
